Id,PID,SalePrice,MS SubClass_20,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS SubClass_150,MS SubClass_160,MS SubClass_180,MS SubClass_190,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Lot Frontage,Lot Area,Lot Area > 30k,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,IsNotLevelContour,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Land Slope_Mod,Land Slope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,IsNotNormalCondition1,IsNotNormalCondition2,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Overall Qual,Overall Cond,Age At Sale,Years Since Remod/Add,IsHipRoof,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 1st_OtherExt,DiffExt2,Mas Vnr Type_BrkFace,Mas Vnr Type_Stone,Mas Vnr Type_None,Exter Qual_Fa,Exter Qual_Gd,Exter Qual_TA,Exter Cond_Fa,Exter Cond_Gd,Exter Cond_Po,Exter Cond_TA,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Bsmt Qual_Gd,Bsmt Qual_TA,Bsmt Qual_FairPoor,Bsmt Qual_No Basement,HasAvGdBsmtExposure,BsmtFin Type 1_BLQ,BsmtFin Type 1_GLQ,BsmtFin Type 1_LwQ,BsmtFin Type 1_Rec,BsmtFin Type 1_Unf,BsmtFin Type 1_No Basement,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating QC_Fa,Heating QC_Gd,Heating QC_Po,Heating QC_TA,Central Air,NotStdElectrical,1st Flr SF,1st Flr SF > 3000,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,HasBsmtFullBath,HasBsmtHalfBath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual_Gd,Kitchen Qual_TA,Kitchen Qual_Fa,TotRms AbvGrd,IsNotTypFunctional,HasFireplace,HasExGdFireplace,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_NoGarage,Garage Blt After House,Garage Finish_NoGarage,Garage Finish_RFn,Garage Finish_Unf,Garage Cars,Garage Area,IsNotPavedDrive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,HasFence,Misc Val,Mo Sold,Yr Sold,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD ,Unique Old Houses,log_lot_area,pred_lot_frontage,log_lot_frontage,log_lot_frontage_all,Log Sale Price,Log 1st Flr SF,Log Gr Liv Area,Log Lot Area,Log Lot Frontage,Quality * Age,Log Lot Area * Log 1st Flr SF,Garage Cars * Garage Area,Log Gr Liv Area * Log Lot Area,Log Gr Liv Area * Full Bath,Pool Area * Lot Lot Area,Age At Sale * Years Since Remod,Log Gr Liv Area ^ 2,Log Gr Liv Area ^ 3,Quality ^ 2,Quality ^ 3
2081,905475270,118000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60.0,5400,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,49,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,453.0,411.0,864.0,0,0,0,1,1,0,864.0,0,0.0,0.0,864.0,0,1,1,0,3,1,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,399.0,0,0.0,0.0,0,0,0,0.0,0,0,5,2007,0,0,0,0,0,0,0,1,0,8.594154232552366,49.71270827221283,4.0943445622221,4.0943445622221,11.678439903447801,6.761572768804055,6.761572768804055,8.594154232552366,4.0943445622221,245,58.109999229728196,399.0,58.109999229728196,6.761572768804055,0.0,2401,45.718866307832535,309.1314414476337,25,125
2774,907175030,235000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70.0,9100,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5,6,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1400.0,125.0,1525.0,0,0,0,0,1,0,1525.0,0,0.0,0.0,1525.0,1,0,2,0,3,1,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0,541.0,0,219.0,36.0,0,0,0,0.0,0,0,9,2006,0,0,0,0,0,0,0,1,0,9.116029692504942,67.19362735381783,4.248495242049359,4.248495242049359,12.367340793126296,7.329749689041512,7.329749689041512,9.116029692504942,4.248495242049359,42,66.8182158039313,1082.0,66.8182158039313,14.659499378083025,0.0,36,53.725230504004145,393.79249158040795,49,343
2573,535151130,132500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,70.0,7728,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,6,44,44,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,803.0,303.0,1106.0,0,0,0,1,1,0,1190.0,0,0.0,0.0,1190.0,1,0,1,0,3,1,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,540.0,0,0.0,18.0,0,0,0,0.0,1,0,5,2006,0,0,0,0,0,0,0,1,0,8.952605375892354,61.143362221829435,4.248495242049359,4.248495242049359,11.794337924408413,7.081708586105575,7.081708586105575,8.952605375892354,4.248495242049359,220,63.399742358471805,1080.0,63.399742358471805,7.081708586105575,0.0,1936,50.150596498521416,355.1519098218953,25,125
1793,528445070,221300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75.0,8778,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1302.0,1302.0,0,0,0,0,1,0,1302.0,0,528.0,0.0,1830.0,0,0,2,1,3,1,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0,859.0,0,0.0,40.0,0,0,0,0.0,0,0,3,2007,0,0,0,0,0,0,0,1,0,9.080003870248179,65.81040819351495,4.31748811353631,4.31748811353631,12.30727452603914,7.171656822768514,7.512071245835466,9.080003870248179,4.31748811353631,8,65.11867170682987,2577.0,68.2096359857661,15.024142491670933,0.0,1,56.43121440250802,423.9153030806567,64,512
882,907414020,190000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63.0,8487,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5,5,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,20.0,1480.0,1500.0,0,0,0,0,1,0,1500.0,0,0.0,0.0,1500.0,0,0,2,0,3,1,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0,570.0,0,192.0,36.0,0,0,0,0.0,0,0,8,2009,0,0,0,0,0,0,0,1,0,9.046290859969677,56.534866187079004,4.143134726391533,4.143134726391533,12.154779351142624,7.313220387090301,7.313220387090301,9.046290859969677,4.143134726391533,35,66.1575187446789,1140.0,66.1575187446789,14.626440774180603,0.0,25,53.48319243015322,391.1343732468702,49,343
2791,907252050,222000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70.66675232760393,9930,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,4,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,456.0,370.0,826.0,0,0,0,0,1,0,878.0,0,884.0,0.0,1762.0,0,0,2,1,3,1,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,591.0,0,320.0,54.0,0,0,0,0.0,0,0,7,2006,0,0,0,0,0,0,0,1,0,9.203315757039219,70.66675232760393,,4.257975198186243,12.310432660854417,6.777646593635117,7.474204806496124,9.203315757039219,4.257975198186243,28,62.37682169084526,1182.0,68.78746686696405,14.948409612992249,0.0,16,55.86373748944977,417.5370152524832,49,343
297,909428280,335000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,17500,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,8,51,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1406.0,496.0,1902.0,0,0,0,1,1,0,1902.0,0,0.0,0.0,1902.0,1,0,2,0,3,1,0,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,2.0,567.0,0,0.0,207.0,162,0,0,0.0,0,0,5,2010,0,0,0,0,0,0,0,1,0,9.769956159911606,98.0168268330092,4.605170185988092,4.605170185988092,12.721885810807203,7.550661243105336,7.550661243105336,9.769956159911606,4.605170185988092,357,73.7696293234828,1134.0,73.7696293234828,15.101322486210671,0.0,408,57.012485208133015,430.4819624341662,49,343
509,528431070,257500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,10206,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1614.0,1614.0,0,0,0,0,1,0,1658.0,0,0.0,0.0,1658.0,0,0,2,1,3,1,1,0,0,7,0,1,1,1,0,0,0,0,0,0,0,0,0,3.0,726.0,0,144.0,44.0,0,0,0,0.0,0,0,9,2009,0,0,0,0,0,0,0,1,0,9.230731061623917,71.7942298057509,4.356708826689592,4.356708826689592,12.458774999085929,7.4133673356952405,7.4133673356952405,9.230731061623917,4.356708826689592,8,68.4308001368302,2178.0,68.4308001368302,14.826734671390481,0.0,1,54.95801525395315,407.42395511829704,64,512
1115,528429080,264132.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75.0,14587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1498.0,1498.0,0,0,0,0,1,0,1506.0,0,0.0,0.0,1506.0,0,0,2,0,2,1,0,0,0,6,0,1,1,1,0,0,0,0,0,0,0,0,0,2.0,592.0,0,0.0,174.0,0,0,0,0.0,0,0,8,2008,0,0,0,0,0,1,0,0,0,9.587886000086213,88.2361214003374,4.31748811353631,4.31748811353631,12.484204257170104,7.317212408359839,7.317212408359839,9.587886000086213,4.31748811353631,0,70.15659840977042,1184.0,70.15659840977042,14.634424816719678,0.0,0,53.541597429055194,391.7752410712899,81,729
773,905105190,130000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65.0,7800,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,7,42,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,450.0,414.0,864.0,0,0,0,0,1,0,899.0,0,0.0,0.0,899.0,0,0,1,0,3,1,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,288.0,0,64.0,0.0,0,0,0,0.0,1,0,6,2009,0,0,0,0,0,0,0,1,0,8.961879012677683,61.47162416245684,4.174387269895637,4.174387269895637,11.77528972943772,6.80128303447162,6.80128303447162,8.961879012677683,4.174387269895637,210,60.95227568591199,288.0,60.95227568591199,6.80128303447162,0.0,210,46.25745091499149,314.6100161260353,25,125
732,903202170,137000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.0,4960,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,7,79,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,297.0,297.0,0,0,0,0,1,0,1001.0,0,653.0,0.0,1654.0,0,0,2,0,3,1,0,1,0,7,0,1,1,0,0,0,0,1,0,1,0,0,1,1.0,336.0,1,244.0,60.0,0,0,0,0.0,0,0,5,2009,0,0,0,0,0,0,0,1,0,8.509161019718974,47.33204967258352,3.912023005428146,3.912023005428146,11.827736204810263,6.90875477931522,7.4109518755836366,8.509161019718974,3.912023005428146,395,58.78770686294624,336.0,63.0609828187295,14.821903751167273,0.0,2133,54.92220770221662,407.0258381819363,25,125
1552,910206110,99500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60.0,7392,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,7,78,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,520.0,520.0,0,0,0,1,1,1,912.0,0,0.0,0.0,912.0,0,0,1,0,2,1,0,1,0,5,0,0,0,0,0,0,0,1,0,1,0,1,0,1.0,360.0,0,0.0,90.0,0,0,0,0.0,0,0,5,2008,0,0,0,0,0,0,0,1,0,8.90815361332152,59.59406409684197,4.0943445622221,4.0943445622221,11.507912923146684,6.815639990074331,6.815639990074331,8.90815361332152,4.0943445622221,390,60.7147680046793,360.0,60.7147680046793,6.815639990074331,0.0,1014,46.45294847430043,316.6065732783044,25,125
226,905107110,160250.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59.74288101443211,7424,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,5,32,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1319.0,0.0,1319.0,0,0,0,1,1,0,1373.0,0,0.0,0.0,1373.0,1,0,1,0,3,1,0,1,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,2.0,591.0,0,0.0,0.0,0,0,0,0.0,0,0,5,2010,0,0,0,0,0,0,0,1,0,8.912473274466036,59.74288101443211,,4.090050037511174,11.984490374782917,7.224753405767971,7.224753405767971,8.912473274466036,4.090050037511174,160,64.39042164351451,1182.0,64.39042164351451,7.224753405767971,0.0,1024,52.1970617741559,377.110899823914,25,125
2830,908188120,130000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,24.0,2522,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,970.0,970.0,0,0,0,0,1,0,970.0,0,739.0,0.0,1709.0,0,0,2,0,3,1,1,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,1,2.0,380.0,0,0.0,40.0,0,0,0,0.0,0,0,5,2006,0,0,0,0,0,0,0,1,0,7.8328075165248645,32.03016407752546,3.1780538303479458,3.1780538303479458,11.77528972943772,6.877296071497429,7.443663683115591,7.8328075165248645,3.1780538303479458,14,53.86853636219198,760.0,58.30478484759096,14.887327366231181,0.0,4,55.40812902733396,412.4394777901486,49,343
2238,910202030,75200.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,3672,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,7,85,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,816.0,816.0,0,0,0,0,1,0,816.0,0,0.0,0.0,816.0,0,0,1,0,2,1,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,100.0,1,0.0,0.0,96,0,0,0.0,0,0,9,2007,0,0,0,0,0,0,0,1,0,8.20849175174038,39.788930627593444,3.828641396489095,3.828641396489095,11.227906509937931,6.704414354964107,6.704414354964107,8.20849175174038,3.828641396489095,425,55.03312993297268,100.0,55.03312993297268,6.704414354964107,0.0,4845,44.94917184304878,301.3578729482847,25,125
982,923252075,131250.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,62.0,7706,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,16,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,114.0,0.0,384.0,0,0,0,0,1,0,1091.0,0,0.0,0.0,1091.0,0,1,1,0,2,1,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,429.0,0,280.0,0.0,0,0,0,0.0,0,700,8,2009,0,0,0,0,0,0,0,1,0,8.949754525186103,61.04280243517896,4.127134385045092,4.127134385045092,11.78485918045387,6.994849985833071,6.994849985833071,8.949754525186103,4.127134385045092,96,62.602190313707474,429.0,62.602190313707474,6.994849985833071,0.0,208,48.927926324308906,342.2435047564337,36,216
1265,535426350,148000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82.29839354843325,12929,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,48,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,697.0,384.0,1081.0,0,0,0,1,1,0,1081.0,0,0.0,0.0,1081.0,1,0,1,0,3,1,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,401.0,0,36.0,82.0,0,0,0,0.0,0,0,6,2008,0,0,0,0,0,0,0,1,0,9.467228129254554,82.29839354843325,,4.410351588032411,11.904967552746252,6.985641817639208,6.985641817639208,9.467228129254554,4.410351588032411,288,66.13466471685082,401.0,66.13466471685082,6.985641817639208,0.0,720,48.799191604349616,340.89367353833285,36,216
559,532376070,124100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68.10992984149662,9316,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,44,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,544.0,480.0,1024.0,0,1,0,0,1,0,1020.0,0,0.0,0.0,1020.0,0,0,2,0,3,1,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,288.0,0,171.0,0.0,0,0,0,0.0,1,0,5,2009,0,0,0,0,0,0,1,0,0,9.139488631004232,68.10992984149662,,4.2211230151763,11.728842971192698,6.927557906278317,6.927557906278317,9.139488631004232,4.2211230151763,220,63.314336725054154,288.0,63.314336725054154,13.855115812556633,0.0,1936,47.99105854483921,332.46083705296644,25,125
1203,534252090,178400.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,91.53948922568418,12122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,9,47,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,867.0,77.0,944.0,0,1,0,0,1,0,999.0,0,0.0,0.0,999.0,1,0,1,0,3,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0,588.0,0,144.0,76.0,0,0,0,0.0,0,0,7,2008,0,0,0,0,0,0,0,1,0,9.402777262511231,91.53948922568418,,4.516770455416223,12.091783499128047,6.906754778648554,6.906754778648554,9.402777262511231,4.516770455416223,329,64.94267679041741,1176.0,64.94267679041741,6.906754778648554,0.0,47,47.70326157238463,329.4747298221895,49,343
2083,905476160,150000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,42.0,7711,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,3,30,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1440.0,0.0,1440.0,0,0,0,1,1,0,1440.0,0,0.0,0.0,1440.0,1,0,2,0,4,2,0,1,0,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1,321.0,0.0,0,0,0,0.0,0,0,8,2007,0,0,0,0,0,0,1,0,0,8.95040315983296,61.065667574988424,3.7376696182833684,3.7376696182833684,11.918390573078392,7.272398392570047,7.272398392570047,8.95040315983296,3.7376696182833684,120,65.09089755242309,0.0,65.09089755242309,14.544796785140093,0.0,900,52.8877783802554,384.62099447917024,16,64
2130,907187060,217000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43.0,12352,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,9,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,638.0,215.0,853.0,0,0,0,0,1,0,853.0,0,900.0,0.0,1753.0,1,0,2,1,3,1,0,1,0,7,0,1,0,1,0,0,0,0,0,0,0,1,0,2.0,534.0,0,0.0,74.0,0,0,0,0.0,0,0,3,2007,0,0,0,0,0,0,0,1,0,9.421573272264558,41.713539441513205,3.7612001156935624,3.7612001156935624,12.287652632522597,6.748759547491679,7.469083884921234,9.421573272264558,3.7612001156935624,63,63.58393257358786,1068.0,70.37052109847583,14.938167769842469,0.0,72,55.78721407999008,416.6793816695049,49,343
2455,528429060,252000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75.0,12447,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1100.0,1100.0,0,0,0,0,1,0,1116.0,0,848.0,0.0,1964.0,0,0,2,1,3,1,1,0,0,8,0,1,1,0,0,1,0,0,0,0,0,0,0,2.0,760.0,0,200.0,70.0,0,0,0,0.0,0,0,1,2006,0,0,0,0,0,1,0,0,0,9.429234909000977,80.51272567103705,4.31748811353631,4.31748811353631,12.437184366493561,7.017506142941256,7.582738488914411,9.429234909000977,4.31748811353631,8,66.16971389715049,1520.0,71.49942246549708,15.165476977828822,0.0,0,57.497922991264005,435.99171369849444,64,512
